class,w,h,xc,yc,area
3,0.0533,0.0467,0.3867,0.5367,0.00248911
5,0.0383,0.0667,0.2325,0.965,0.0025546099999999997
5,0.0383,0.11,0.1942,0.2483,0.004213
5,0.0933,0.0933,0.5483,0.2517,0.008704889999999998
5,0.0383,0.0367,0.7325,0.02,0.00140561
3,0.0583,0.065,0.7858,0.7758,0.0037895
3,0.0567,0.0533,0.5333,0.6217,0.00302211
4,0.0383,0.0333,0.2704,0.3111,0.0012753900000000002
2,0.0633,0.0733,0.7717,0.9267,0.00463989
5,0.03,0.055,0.89,0.6342,0.00165
5,0.0517,0.0283,0.2192,0.4558,0.00146311
4,0.0233,0.025,0.7133,0.2975,0.0005825
0,0.0932,0.0449,0.7221,0.525,0.0041846800000000005
4,0.04,0.0333,0.2333,0.9667,0.001332
4,0.0467,0.04,0.57,0.9633,0.0018679999999999999
4,0.0467,0.0383,0.2267,0.3725,0.00178861
2,0.0483,0.0383,0.1108,0.7208,0.00184989
1,0.0483,0.0233,0.8361,0.4892,0.0011253900000000002
1,0.0599,0.0266,0.619,0.9834,0.00159334
5,0.0917,0.04,0.0475,0.3867,0.0036680000000000003
4,0.0266,0.0333,0.1148,0.1331,0.0008857800000000001
4,0.0283,0.025,0.0674,0.6048,0.0007075
4,0.03,0.03,0.5541,0.1631,0.0009
4,0.0416,0.0316,0.8328,0.4035,0.00131456
4,0.0599,0.0449,0.2363,0.6398,0.0026895100000000004
5,0.0833,0.0317,0.36,0.3575,0.00264061
5,0.0917,0.0333,0.6008,0.5483,0.0030536100000000004
5,0.0817,0.03,0.6008,0.2833,0.0024509999999999996
0,0.035,0.0567,0.8292,0.1217,0.0019845
0,0.0333,0.0467,0.8317,0.4683,0.0015551100000000002
0,0.0417,0.0367,0.3658,0.22,0.0015303900000000002
5,0.0267,0.07,0.44,0.4783,0.0018690000000000002
3,0.055,0.0667,0.7758,0.76,0.0036685
0,0.0566,0.0216,0.3111,0.2804,0.00122256
0,0.0216,0.0483,0.0774,0.1206,0.0010432800000000002
4,0.0449,0.0433,0.3835,0.0749,0.00194417
4,0.0399,0.0383,0.2629,0.4334,0.00152817
4,0.0367,0.04,0.7667,0.3867,0.0014680000000000001
4,0.0383,0.0417,0.8325,0.6858,0.0015971100000000001
1,0.0499,0.0582,0.5458,0.9176,0.00290418
1,0.0417,0.0933,0.6325,0.9067,0.0038906099999999996
1,0.0817,0.07,0.4475,0.7383,0.005719
1,0.0717,0.0883,0.6308,0.8758,0.00633111
1,0.0933,0.065,0.9033,0.9575,0.0060645
1,0.07,0.085,0.495,0.4192,0.005950000000000001
5,0.0383,0.07,0.1258,0.3733,0.0026810000000000002
5,0.0317,0.08,0.1575,0.1033,0.002536
2,0.0517,0.0517,0.7742,0.6008,0.0026728900000000002
2,0.0383,0.035,0.1442,0.7792,0.0013405000000000001
2,0.0483,0.0417,0.2092,0.5125,0.00201411
5,0.08,0.035,0.5983,0.2325,0.0028000000000000004
0,0.0567,0.045,0.435,0.0858,0.0025515
0,0.0617,0.04,0.2908,0.4767,0.002468
0,0.04,0.0333,0.1367,0.7033,0.001332
0,0.025,0.0433,0.2275,0.1233,0.0010825
0,0.0417,0.0317,0.6992,0.0592,0.00132189
3,0.0817,0.0333,0.2942,0.0183,0.00272061
3,0.1,0.0883,0.0733,0.7308,0.008830000000000001
3,0.075,0.0833,0.2192,0.4633,0.0062475
0,0.0266,0.0549,0.8802,0.3769,0.0014603399999999999
0,0.0599,0.0266,0.2712,0.8902,0.00159334
0,0.0516,0.025,0.3785,0.1572,0.0012900000000000001
0,0.0233,0.0433,0.5507,0.1547,0.00100889
5,0.075,0.0517,0.5108,0.5925,0.0038775
5,0.0483,0.105,0.1558,0.6442,0.0050715000000000005
5,0.0917,0.04,0.8858,0.9433,0.0036680000000000003
5,0.0417,0.0883,0.7825,0.5325,0.00368211
3,0.0817,0.0667,0.5308,0.7117,0.005449389999999999
0,0.0433,0.0283,0.8817,0.0875,0.0012253899999999998
1,0.05,0.0717,0.7117,0.4675,0.003585
1,0.0782,0.0632,0.8311,0.4892,0.0049422400000000005
1,0.0865,0.0582,0.1181,0.7463,0.005034299999999999
1,0.0649,0.0849,0.4717,0.0557,0.00551001
2,0.0466,0.0566,0.8053,0.3128,0.00263756
2,0.0433,0.0532,0.4942,0.1947,0.0023035599999999996
1,0.0399,0.0782,0.2479,0.7146,0.00312018
1,0.0349,0.0532,0.8245,0.589,0.0018566799999999999
2,0.0567,0.0367,0.435,0.02,0.00208089
2,0.0533,0.0517,0.35,0.2808,0.0027556100000000004
2,0.075,0.07,0.0658,0.55,0.00525
2,0.0517,0.0533,0.2842,0.5867,0.0027556100000000004
0,0.03,0.0532,0.8802,0.4243,0.0015959999999999998
0,0.0449,0.0283,0.7912,0.9542,0.00127067
0,0.0233,0.0549,0.218,0.0857,0.00127917
5,0.0566,0.0732,0.1947,0.6839,0.00414312
2,0.0715,0.0865,0.3902,0.8253,0.006184749999999999
2,0.0882,0.1048,0.307,0.5399,0.00924336
2,0.0632,0.0782,0.0699,0.7895,0.0049422400000000005
2,0.08,0.0733,0.5483,0.2583,0.005864
0,0.0383,0.025,0.8875,0.6025,0.0009575
0,0.0533,0.03,0.3983,0.0167,0.001599
0,0.0233,0.0483,0.47,0.3958,0.0011253900000000002
0,0.0217,0.04,0.3375,0.69,0.0008680000000000001
0,0.025,0.04,0.0442,0.22,0.001
3,0.0517,0.0433,0.0475,0.2167,0.00223861
3,0.0517,0.0383,0.4058,0.2758,0.00198011
3,0.0267,0.0433,0.5383,0.1,0.0011561100000000001
0,0.0333,0.0516,0.6905,0.3286,0.0017182800000000002
3,0.0532,0.0649,0.5507,0.3602,0.0034526799999999996
3,0.0632,0.0666,0.1364,0.5025,0.004209120000000001
0,0.0783,0.04,0.3558,0.0767,0.003132
5,0.0333,0.075,0.2983,0.4492,0.0024975
5,0.0667,0.035,0.77,0.7558,0.0023345
4,0.0349,0.0399,0.6681,0.1381,0.00139251
4,0.0333,0.0349,0.4093,0.5166,0.0011621700000000001
1,0.0367,0.0833,0.6317,0.8467,0.0030571100000000005
1,0.0417,0.0733,0.1308,0.7333,0.0030566100000000004
1,0.0533,0.03,0.375,0.88,0.001599
1,0.0483,0.0433,0.9708,0.72,0.00209139
1,0.045,0.0567,0.3942,0.3567,0.0025515
5,0.0832,0.0433,0.6356,0.0982,0.00360256
5,0.0715,0.0632,0.3436,0.8536,0.0045188
5,0.0815,0.0416,0.0424,0.2121,0.0033904
5,0.0366,0.0682,0.5874,0.6564,0.00249612
2,0.045,0.04,0.1592,0.305,0.0018
2,0.0433,0.04,0.5517,0.435,0.001732
1,0.0867,0.0417,0.37,0.7075,0.00361539
1,0.0267,0.0583,0.7083,0.9442,0.00155661
4,0.035,0.0233,0.5975,0.04,0.0008155000000000001
4,0.0233,0.0317,0.615,0.8775,0.00073861
4,0.03,0.0267,0.45,0.6883,0.0008010000000000001
2,0.0467,0.0417,0.4517,0.4708,0.00194739
2,0.04,0.0467,0.4583,0.82,0.0018679999999999999
4,0.06,0.065,0.0317,0.9008,0.0039
4,0.0433,0.055,0.455,0.2642,0.0023815
4,0.04,0.055,0.4533,0.8875,0.0022
0,0.0366,0.0599,0.614,0.4043,0.00219234
0,0.0333,0.0266,0.782,0.7255,0.0008857800000000001
4,0.0517,0.065,0.2775,0.6908,0.0033605
4,0.0533,0.0533,0.5917,0.5317,0.00284089
5,0.0367,0.0617,0.8017,0.5908,0.0022643900000000002
5,0.0417,0.0633,0.0725,0.3483,0.0026396099999999997
1,0.0283,0.0717,0.4542,0.1175,0.0020291099999999998
2,0.0583,0.0583,0.0308,0.8725,0.00339889
2,0.045,0.0483,0.2658,0.7958,0.0021735
2,0.0483,0.05,0.4908,0.905,0.0024150000000000005
2,0.0533,0.05,0.815,0.2583,0.0026650000000000003
2,0.045,0.05,0.1108,0.2117,0.00225
2,0.075,0.07,0.9175,0.55,0.00525
5,0.0483,0.0317,0.4042,0.5758,0.00153111
5,0.0617,0.0233,0.9675,0.44,0.00143761
5,0.0283,0.0649,0.4717,0.2371,0.0018366699999999999
5,0.0532,0.0516,0.7438,0.3319,0.0027451199999999998
4,0.0416,0.0349,0.1606,0.6265,0.00145184
4,0.0266,0.02,0.4393,0.5541,0.000532
5,0.045,0.1333,0.5458,0.885,0.0059984999999999995
5,0.0883,0.0533,0.4742,0.4733,0.00470639
5,0.0867,0.04,0.42,0.3583,0.003468
5,0.0383,0.1017,0.5558,0.0975,0.0038951100000000002
4,0.0367,0.0433,0.235,0.35,0.0015891100000000001
4,0.0383,0.05,0.5258,0.18,0.001915
4,0.05,0.035,0.34,0.3025,0.0017500000000000003
1,0.0433,0.055,0.5867,0.2842,0.0023815
1,0.0567,0.0317,0.9567,0.7058,0.00179739
1,0.0733,0.0317,0.9117,0.6258,0.0023236100000000003
0,0.0316,0.0466,0.9393,0.2795,0.0014725600000000001
0,0.03,0.0433,0.8669,0.7371,0.0012989999999999998
5,0.0517,0.025,0.9725,0.3792,0.0012925000000000002
4,0.0316,0.0399,0.4717,0.2146,0.00126084
4,0.0349,0.0416,0.0324,0.2338,0.00145184
4,0.0416,0.0483,0.0358,0.5699,0.00200928
4,0.0399,0.0483,0.6256,0.2271,0.00192717
4,0.0449,0.0416,0.3186,0.703,0.00186784
4,0.0383,0.0433,0.495,0.3744,0.00165839
2,0.0399,0.0483,0.5358,0.1805,0.00192717
4,0.0283,0.03,0.0825,0.345,0.0008489999999999999
4,0.04,0.0233,0.6117,0.0133,0.0009320000000000001
5,0.08,0.04,0.9583,0.73,0.0032
5,0.0967,0.0367,0.7433,0.1933,0.0035488900000000003
5,0.0267,0.0283,0.985,0.2892,0.00075561
5,0.0333,0.085,0.6933,0.6708,0.0028305000000000006
0,0.0349,0.0566,0.8361,0.8785,0.00197534
0,0.0333,0.0466,0.8319,0.5324,0.0015517800000000002
2,0.0683,0.0767,0.3508,0.3283,0.00523861
2,0.06,0.0583,0.0967,0.3558,0.003498
2,0.065,0.07,0.4375,0.5983,0.00455
3,0.07,0.0983,0.5983,0.5292,0.006881000000000001
3,0.055,0.0567,0.9575,0.3667,0.0031185
2,0.0367,0.04,0.7067,0.1017,0.0014680000000000001
2,0.035,0.04,0.8758,0.355,0.0014000000000000002
2,0.0383,0.0333,0.6025,0.4967,0.0012753900000000002
2,0.0317,0.035,0.1225,0.3675,0.0011095
5,0.03,0.0965,0.3078,0.3228,0.002895
5,0.0233,0.0715,0.3411,0.8328,0.00166595
5,0.0233,0.0483,0.381,0.8245,0.0011253900000000002
5,0.0649,0.0283,0.322,0.53,0.0018366699999999999
4,0.0433,0.0467,0.2167,0.21,0.0020221099999999997
4,0.035,0.0333,0.4008,0.045,0.0011655000000000003
4,0.035,0.04,0.8592,0.3933,0.0014000000000000002
4,0.04,0.035,0.83,0.2825,0.0014000000000000002
2,0.0683,0.065,0.8942,0.1992,0.0044395
2,0.0483,0.0667,0.7858,0.7467,0.0032216099999999998
2,0.0517,0.0583,0.4075,0.9692,0.00301411
3,0.0666,0.0699,0.2263,0.8286,0.004655340000000001
3,0.0699,0.0732,0.6589,0.5058,0.00511668
2,0.0683,0.0733,0.4542,0.9367,0.00500639
2,0.0733,0.0767,0.25,0.4633,0.0056221100000000005
0,0.04,0.0433,0.2483,0.9733,0.001732
0,0.0532,0.0399,0.7121,0.4226,0.0021226799999999996
3,0.0433,0.0882,0.9617,0.6414,0.00381906
0,0.06,0.0583,0.0367,0.4458,0.003498
2,0.0383,0.0349,0.3935,0.4052,0.00133667
1,0.0283,0.055,0.3142,0.2458,0.0015565
1,0.03,0.055,0.8667,0.6225,0.00165
1,0.03,0.0717,0.9467,0.5775,0.0021509999999999997
1,0.035,0.0533,0.3292,0.03,0.0018655000000000002
1,0.0283,0.0467,0.2642,0.55,0.00132161
3,0.13,0.0983,0.6783,0.8858,0.012779
3,0.1217,0.105,0.7458,0.3908,0.0127785
2,0.0399,0.0483,0.6606,0.475,0.00192717
2,0.0416,0.0449,0.7629,0.1805,0.00186784
2,0.0516,0.0366,0.2554,0.2063,0.00188856
2,0.0499,0.0466,0.1847,0.629,0.00232534
2,0.0449,0.0433,0.4151,0.7488,0.00194417
5,0.0417,0.1217,0.5442,0.6442,0.00507489
5,0.0867,0.0317,0.24,0.8308,0.00274839
0,0.0483,0.0333,0.6398,0.0183,0.0016083900000000003
0,0.0333,0.0532,0.2163,0.3111,0.0017715600000000001
0,0.0483,0.0499,0.1972,0.8802,0.00241017
0,0.0316,0.0549,0.4917,0.7629,0.00173484
0,0.06,0.035,0.165,0.1608,0.0021000000000000003
0,0.0333,0.0317,0.4067,0.9825,0.00105561
0,0.03,0.05,0.7767,0.2867,0.0015
0,0.045,0.0283,0.6275,0.2258,0.0012735
4,0.045,0.035,0.3475,0.5742,0.001575
4,0.0483,0.0483,0.4292,0.2958,0.0023328900000000002
0,0.0466,0.0416,0.8286,0.4002,0.00193856
0,0.0566,0.0399,0.8719,0.7404,0.0022583399999999997
0,0.0416,0.0632,0.3785,0.7338,0.00262912
0,0.0416,0.0532,0.2637,0.4309,0.00221312
0,0.0333,0.0317,0.595,0.3525,0.00105561
0,0.03,0.0467,0.795,0.8917,0.001401
1,0.0699,0.0349,0.0616,0.094,0.00243951
1,0.0599,0.03,0.2646,0.183,0.001797
1,0.0599,0.0266,0.421,0.4925,0.00159334
0,0.0417,0.0717,0.0558,0.5258,0.0029898900000000003
0,0.04,0.0683,0.4767,0.7858,0.002732
0,0.0233,0.0367,0.3983,0.8867,0.0008551100000000002
0,0.0283,0.0517,0.9842,0.3992,0.00146311
0,0.0467,0.0217,0.605,0.4708,0.00101339
0,0.0383,0.02,0.3108,0.3383,0.0007660000000000001
0,0.0383,0.0233,0.7808,0.045,0.0008923900000000001
5,0.05,0.0567,0.37,0.8383,0.0028350000000000003
5,0.075,0.0283,0.4175,0.0925,0.0021225
5,0.0549,0.0749,0.9576,0.6298,0.004112009999999999
4,0.04,0.035,0.2067,0.4042,0.0014000000000000002
4,0.035,0.0283,0.1358,0.6442,0.0009905
3,0.0533,0.0333,0.4883,0.31,0.00177489
3,0.0433,0.035,0.2933,0.4692,0.0015155000000000001
3,0.0717,0.0467,0.8692,0.67,0.0033483899999999997
0,0.045,0.03,0.9442,0.725,0.0013499999999999999
5,0.0399,0.0366,0.8819,0.0699,0.0014603399999999999
0,0.06,0.035,0.48,0.3825,0.0021000000000000003
4,0.0483,0.0367,0.2875,0.1917,0.0017726100000000002
4,0.0333,0.03,0.165,0.0167,0.000999
1,0.0433,0.0882,0.2912,0.3702,0.00381906
1,0.0599,0.0283,0.0549,0.708,0.00169517
4,0.0683,0.04,0.1425,0.7183,0.002732
4,0.0467,0.065,0.32,0.9658,0.0030355
4,0.0583,0.0867,0.6608,0.4283,0.00505461
4,0.0733,0.07,0.765,0.195,0.005131000000000001
1,0.0467,0.0367,0.4733,0.4667,0.00171389
1,0.07,0.0367,0.7467,0.0967,0.0025690000000000005
4,0.03,0.0383,0.525,0.3658,0.001149
3,0.0449,0.0483,0.8977,0.3519,0.00216867
3,0.0399,0.0449,0.7887,0.5932,0.00179151
0,0.0383,0.0349,0.297,0.1855,0.00133667
0,0.0316,0.0349,0.6764,0.4717,0.0011028400000000001
5,0.03,0.0799,0.4526,0.0982,0.002397
5,0.0233,0.0566,0.8902,0.0865,0.00131878
3,0.0649,0.0699,0.0707,0.3361,0.0045365100000000005
3,0.0516,0.0499,0.2072,0.5874,0.00257484
3,0.04,0.0567,0.555,0.3733,0.002268
3,0.035,0.055,0.4375,0.1725,0.0019250000000000003
1,0.0433,0.0383,0.381,0.9226,0.00165839
4,0.03,0.0333,0.25,0.575,0.000999
4,0.0333,0.0317,0.8117,0.4192,0.00105561
4,0.0283,0.0283,0.8008,0.8375,0.00080089
4,0.0283,0.025,0.8842,0.8725,0.0007075
5,0.03,0.07,0.2383,0.2,0.0021000000000000003
5,0.075,0.025,0.6658,0.0958,0.001875
5,0.0317,0.0533,0.6592,0.96,0.00168961
5,0.0317,0.0517,0.8642,0.6842,0.00163889
3,0.0666,0.0666,0.4376,0.8353,0.004435560000000001
3,0.0632,0.0715,0.6489,0.6015,0.0045188
3,0.0499,0.0416,0.7105,0.8161,0.00207584
3,0.0566,0.0549,0.7354,0.6631,0.0031073399999999997
3,0.0449,0.0466,0.5483,0.4343,0.0020923400000000003
2,0.03,0.0433,0.93,0.2,0.0012989999999999998
2,0.0333,0.035,0.9167,0.7608,0.0011655000000000003
2,0.04,0.05,0.435,0.3383,0.002
5,0.0267,0.0417,0.4283,0.2442,0.0011133900000000001
5,0.0317,0.065,0.3992,0.7992,0.0020605
5,0.0317,0.0633,0.4258,0.615,0.00200661
2,0.0732,0.0666,0.2879,0.2596,0.00487512
3,0.0632,0.0566,0.2596,0.8519,0.00357712
3,0.0715,0.0666,0.5582,0.4409,0.0047619
5,0.0416,0.1065,0.7329,0.6256,0.004430399999999999
5,0.0932,0.0366,0.5191,0.5225,0.00341112
5,0.0982,0.0416,0.5948,0.7696,0.004085119999999999
0,0.0483,0.0316,0.7729,0.7945,0.0015262800000000003
2,0.065,0.06,0.8758,0.3533,0.0039
1,0.0532,0.0399,0.0998,0.2762,0.0021226799999999996
4,0.0183,0.035,0.4208,0.7225,0.0006405000000000001
1,0.0767,0.0467,0.6517,0.025,0.00358189
4,0.0333,0.045,0.1,0.3642,0.0014985
4,0.0417,0.0433,0.1658,0.1933,0.00180561
2,0.0732,0.0699,0.8486,0.4093,0.00511668
2,0.0616,0.0649,0.6414,0.0358,0.00399784
2,0.0715,0.0582,0.6681,0.3486,0.0041613
5,0.1148,0.0399,0.2953,0.614,0.004580519999999999
0,0.0333,0.0483,0.4583,0.2925,0.0016083900000000003
3,0.0467,0.035,0.45,0.4908,0.0016345
3,0.0467,0.0533,0.6017,0.1583,0.00248911
3,0.065,0.0917,0.1125,0.8458,0.0059605000000000005
3,0.055,0.08,0.1842,0.5833,0.0044
5,0.0433,0.1,0.785,0.475,0.00433
5,0.1083,0.0433,0.9258,0.6367,0.00468939
5,0.0367,0.0683,0.9483,0.8908,0.0025066100000000003
5,0.0483,0.0867,0.1792,0.5467,0.0041876100000000005
5,0.0517,0.0417,0.1908,0.3692,0.00215589
5,0.0567,0.045,0.1883,0.2025,0.0025515
5,0.0767,0.0417,0.21,0.9442,0.00319839
5,0.0883,0.0333,0.4058,0.6183,0.00294039
4,0.0367,0.05,0.2067,0.55,0.0018350000000000003
4,0.0383,0.0317,0.3658,0.8692,0.00121411
3,0.0483,0.0433,0.0441,0.6705,0.00209139
1,0.0549,0.0582,0.0824,0.5233,0.00319518
5,0.0733,0.03,0.6317,0.1983,0.002199
0,0.0449,0.0233,0.6348,0.985,0.0010461700000000001
0,0.0483,0.0383,0.9426,0.4967,0.00184989
3,0.055,0.05,0.6092,0.1517,0.0027500000000000003
3,0.0567,0.0617,0.9483,0.3925,0.00349839
2,0.0683,0.0583,0.8242,0.6225,0.00398189
2,0.06,0.05,0.6867,0.065,0.003
4,0.0517,0.0783,0.0858,0.7742,0.00404811
5,0.0317,0.0967,0.6608,0.1967,0.00306539
0,0.0367,0.0533,0.3483,0.7917,0.00195611
2,0.0483,0.0583,0.2775,0.6492,0.00281589
2,0.065,0.0567,0.4842,0.1583,0.0036855
0,0.0483,0.0333,0.0658,0.8267,0.0016083900000000003
0,0.0617,0.03,0.8192,0.7167,0.0018509999999999998
0,0.03,0.0467,0.795,0.225,0.001401
3,0.0317,0.045,0.2292,0.0592,0.0014264999999999998
3,0.035,0.0383,0.2392,0.2058,0.0013405000000000001
3,0.035,0.0367,0.8108,0.525,0.0012845000000000003
3,0.0383,0.0417,0.4358,0.8242,0.0015971100000000001
5,0.1017,0.0333,0.2992,0.69,0.0033866100000000004
5,0.035,0.0967,0.5942,0.74,0.0033845
1,0.055,0.0267,0.0692,0.5183,0.0014685000000000002
5,0.0233,0.0749,0.1531,0.5915,0.0017451699999999999
3,0.07,0.0783,0.075,0.5942,0.005481
3,0.075,0.09,0.3558,0.7633,0.00675
5,0.0483,0.0832,0.0374,0.5557,0.00401856
4,0.03,0.0383,0.6917,0.8992,0.001149
4,0.045,0.04,0.7242,0.3267,0.0018
2,0.04,0.045,0.53,0.4525,0.0018
2,0.045,0.0383,0.1808,0.4592,0.0017235
5,0.0867,0.0367,0.0617,0.875,0.00318189
5,0.0467,0.0917,0.26,0.3108,0.00428239
5,0.1283,0.0517,0.0992,0.0725,0.00663311
5,0.08,0.0417,0.6417,0.1492,0.003336
3,0.0782,0.0932,0.5449,0.2329,0.0072882400000000005
3,0.0599,0.0616,0.3677,0.0524,0.0036898400000000002
3,0.07,0.055,0.815,0.9708,0.0038500000000000006
5,0.0233,0.0582,0.9035,0.6963,0.00135606
5,0.0732,0.0832,0.0749,0.4842,0.00609024
5,0.0366,0.0915,0.5491,0.6215,0.0033489
5,0.0466,0.0449,0.3361,0.6681,0.0020923400000000003
3,0.0517,0.05,0.9575,0.2017,0.0025850000000000005
4,0.02,0.035,0.3783,0.7358,0.0007000000000000001
1,0.0667,0.035,0.9617,0.7458,0.0023345
4,0.0316,0.0316,0.8394,0.5815,0.0009985600000000001
4,0.0316,0.0233,0.5366,0.2862,0.0007362800000000001
3,0.0815,0.1098,0.1439,0.2928,0.0089487
1,0.0367,0.0733,0.065,0.4833,0.0026901100000000003
1,0.05,0.0317,0.3033,0.5008,0.001585
3,0.0516,0.0566,0.1805,0.609,0.00292056
3,0.0582,0.0566,0.6481,0.9501,0.0032941199999999998
5,0.06,0.03,0.8433,0.5167,0.0018
5,0.06,0.0283,0.84,0.3442,0.0016979999999999999
5,0.0833,0.03,0.9383,0.8767,0.002499
5,0.0932,0.0932,0.782,0.2662,0.008686240000000001
5,0.0383,0.1215,0.5998,0.5399,0.00465345
2,0.0449,0.0316,0.7978,0.9293,0.0014188400000000002
2,0.0366,0.0349,0.2379,0.916,0.00127734
2,0.0516,0.0416,0.6597,0.4351,0.00214656
3,0.0417,0.0517,0.8642,0.4092,0.00215589
3,0.0433,0.0517,0.2217,0.6992,0.00223861
0,0.045,0.0667,0.2775,0.3217,0.0030015
0,0.0533,0.055,0.4667,0.4542,0.0029315
0,0.0417,0.0683,0.6625,0.7625,0.00284811
3,0.0417,0.0433,0.7408,0.55,0.00180561
0,0.03,0.0433,0.495,0.725,0.0012989999999999998
1,0.0483,0.065,0.1925,0.1342,0.0031395000000000004
2,0.0667,0.0617,0.4667,0.4875,0.004115389999999999
3,0.085,0.0567,0.0692,0.755,0.0048195
3,0.075,0.1,0.2175,0.3867,0.0075
3,0.0599,0.0599,0.0316,0.8486,0.0035880100000000004
5,0.0433,0.035,0.3817,0.6825,0.0015155000000000001
5,0.0183,0.0967,0.3342,0.2717,0.00176961
5,0.025,0.1133,0.4358,0.24,0.0028325
3,0.0715,0.0649,0.8611,0.287,0.00464035
3,0.0749,0.0815,0.8278,0.1356,0.00610435
4,0.0217,0.0233,0.7842,0.2483,0.0005056100000000001
4,0.025,0.0217,0.6242,0.2708,0.0005425
4,0.0267,0.0283,0.32,0.1725,0.00075561
4,0.0233,0.0217,0.0617,0.2092,0.0005056100000000001
5,0.1033,0.0667,0.8033,0.4733,0.00689011
4,0.0366,0.0466,0.5591,0.1098,0.00170556
3,0.03,0.0483,0.1617,0.3958,0.001449
3,0.03,0.0633,0.4233,0.3367,0.0018989999999999999
1,0.045,0.0783,0.3742,0.8258,0.0035234999999999997
1,0.0633,0.0483,0.5983,0.1492,0.00305739
1,0.0833,0.0283,0.52,0.0158,0.00235739
1,0.04,0.0783,0.86,0.3408,0.003132
4,0.0317,0.0333,0.7958,0.2333,0.00105561
0,0.0483,0.0449,0.7812,0.4634,0.00216867
3,0.06,0.0633,0.2383,0.7767,0.0037979999999999997
3,0.0583,0.0667,0.7275,0.78,0.0038886099999999994
0,0.0583,0.03,0.6958,0.56,0.001749
3,0.0582,0.0549,0.3353,0.8245,0.00319518
3,0.0383,0.0567,0.1992,0.345,0.00217161
3,0.055,0.0483,0.5492,0.7925,0.0026565
3,0.045,0.0533,0.3525,0.5933,0.0023985
3,0.0483,0.0483,0.0908,0.4575,0.0023328900000000002
2,0.0283,0.0333,0.9842,0.7583,0.0009423900000000001
2,0.0467,0.0333,0.64,0.9133,0.0015551100000000002
5,0.0633,0.0333,0.63,0.0367,0.00210789
3,0.0783,0.0683,0.4908,0.9642,0.005347889999999999
3,0.0933,0.11,0.4817,0.24,0.010263
3,0.105,0.1067,0.6292,0.3617,0.0112035
2,0.035,0.0317,0.0675,0.0742,0.0011095
2,0.0317,0.04,0.6508,0.64,0.001268
1,0.0367,0.0417,0.2583,0.6175,0.0015303900000000002
4,0.0467,0.0683,0.4967,0.7508,0.00318961
4,0.055,0.075,0.5242,0.2942,0.004125
4,0.0467,0.0633,0.8883,0.9667,0.0029561099999999996
4,0.06,0.075,0.8133,0.5658,0.0045
1,0.0967,0.0467,0.0767,0.6183,0.00451589
1,0.065,0.0333,0.5792,0.7017,0.0021645
2,0.065,0.075,0.2792,0.4825,0.004875
2,0.0633,0.0717,0.84,0.3425,0.004538609999999999
2,0.0767,0.0767,0.835,0.7083,0.005882890000000001
2,0.0399,0.0433,0.396,0.1847,0.00172767
2,0.0383,0.0383,0.7363,0.2304,0.00146689
3,0.045,0.065,0.9758,0.5258,0.002925
3,0.0467,0.04,0.8833,0.1783,0.0018679999999999999
1,0.0333,0.0749,0.6922,0.7163,0.00249417
1,0.0516,0.0616,0.5516,0.3652,0.00317856
2,0.0533,0.0467,0.6833,0.1717,0.00248911
2,0.0433,0.04,0.9083,0.2983,0.001732
2,0.05,0.0517,0.5367,0.4642,0.0025850000000000005
5,0.0316,0.0682,0.0341,0.703,0.00215512
4,0.0233,0.0267,0.5033,0.035,0.00062211
4,0.0283,0.025,0.3525,0.2842,0.0007075
4,0.0233,0.02,0.9633,0.215,0.00046600000000000005
1,0.0449,0.0815,0.2105,0.3087,0.0036593500000000004
1,0.0283,0.0666,0.5233,0.3461,0.0018847800000000002
0,0.0483,0.0349,0.8378,0.4301,0.00168567
0,0.0516,0.0349,0.4917,0.089,0.00180084
4,0.0366,0.0399,0.8552,0.9451,0.0014603399999999999
1,0.0849,0.0383,0.1522,0.6314,0.0032516700000000003
1,0.0749,0.0433,0.2654,0.1314,0.0032431699999999996
0,0.0283,0.0567,0.4408,0.6967,0.00160461
5,0.0433,0.0998,0.213,0.5258,0.00432134
5,0.1082,0.0433,0.074,0.3644,0.00468506
5,0.0366,0.0682,0.0516,0.1106,0.00249612
0,0.0366,0.0566,0.8319,0.0899,0.00207156
0,0.0533,0.0483,0.4567,0.2942,0.00257439
2,0.0449,0.0366,0.4434,0.8486,0.00164334
2,0.04,0.0283,0.9683,0.0158,0.001132
0,0.0283,0.0433,0.6958,0.235,0.0012253899999999998
0,0.0433,0.0483,0.875,0.1358,0.00209139
0,0.0567,0.0333,0.695,0.5367,0.0018881100000000001
4,0.0283,0.0317,0.2758,0.3625,0.0008971099999999999
4,0.0366,0.0499,0.9251,0.4476,0.00182634
4,0.0383,0.0383,0.8211,0.0208,0.00146689
4,0.0582,0.0449,0.2504,0.3053,0.00261318
0,0.0433,0.0567,0.6133,0.965,0.00245511
0,0.03,0.045,0.6733,0.1442,0.0013499999999999999
2,0.0416,0.0466,0.1755,0.3428,0.00193856
2,0.0599,0.0616,0.3095,0.8544,0.0036898400000000002
0,0.0466,0.0599,0.8619,0.8469,0.0027913400000000002
1,0.0416,0.0799,0.6697,0.9301,0.0033238399999999998
1,0.0865,0.0549,0.7854,0.6448,0.00474885
3,0.045,0.0617,0.1242,0.8092,0.0027765
3,0.04,0.0983,0.2383,0.9258,0.003932
3,0.04,0.0483,0.7367,0.0375,0.0019320000000000001
